area,bedrooms,datetime,geotag,has_image,has_map,id,name,price,repost_of,url,where
650ft2,1,2019-04-05 10:06,"(43.690448, -79.262735)",True,True,6858642027,Spacious 1 Bedroom + Den Condo In The Heart Of Richmond Hill,$439000,,https://toronto.craigslist.org/tor/reb/d/scarborough-spacious-1-bedroom-den/6858642027.html,18 Harding Blvd
720ft2,1,2019-04-05 09:56,"(43.658778, -79.369074)",True,True,6858633428,** Century LOFTS** 1 Bedroom Loft For Sale,$599900,,https://toronto.craigslist.org/tor/reb/d/toronto-century-lofts-1-bedroom-loft/6858633428.html,
,,2019-04-05 09:24,"(43.59086, -79.522648)",True,True,6858607339,Toronto Waterfront Home For Sale,$2598000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-toronto-waterfront-home-for/6858607339.html,91 Lake Promenade
,3,2019-04-05 09:13,"(43.707356, -79.292013)",True,True,6858576685,"Beautiful 3+2 Bedroom, 2 Bathroom Family Home",$899900,,https://toronto.craigslist.org/tor/reb/d/scarborough-beautiful-32-bedroom-2/6858576685.html,128 Westbourne Ave
,3,2019-04-05 09:06,"(43.736978, -79.211535)",True,True,6858588494,Beautifully Maintained Ranch Style Bungalow At Hill Cres,$1850000,,https://toronto.craigslist.org/tor/reb/d/scarborough-beautifully-maintained/6858588494.html,61 Hill Cres
,4,2019-04-05 09:02,"(43.736766, -79.289184)",True,True,6858581334,"Custom Built Prestigious Home, 4 Bedrooms All With Ensuites",$1798800,,https://toronto.craigslist.org/tor/reb/d/scarborough-custom-built-prestigious/6858581334.html,12 Kilpatrick Pl
,3,2019-04-05 08:40,"(43.7786, -79.445)",True,True,6858579544,Perfect Townhome In The Heart Of North York,$618800,,https://toronto.craigslist.org/tor/reb/d/willowdale-west-perfect-townhome-in-the/6858579544.html,27 Coneflower Cres #28
,3,2019-04-05 08:33,"(43.771365, -79.209318)",True,True,6858573826,Well Cared Over Sized 3 Bed Raised Bungalow In Prime Residential Area,$849999,,https://toronto.craigslist.org/tor/reb/d/scarborough-well-cared-over-sized-3-bed/6858573826.html,441 Brimorton Dr
,3,2019-04-05 08:32,"(43.776458, -79.226158)",True,True,6858570115,Beautifully Maintained Bungalow In A Family Friendly Area,$789800,,https://toronto.craigslist.org/tor/reb/d/scarborough-beautifully-maintained/6858570115.html,20 Gander Dr
1750ft2,3,2019-04-05 08:19,"(43.807934, -79.259021)",True,True,6858564504,"Move In Condition, Detached Home W/Huge Backyard, Fruit Trees",$765000,,https://toronto.craigslist.org/tor/reb/d/scarborough-move-in-condition-detached/6858564504.html,28 Croach Cres
1750ft2,3,2019-04-05 08:07,"(43.786034, -79.140371)",True,True,6858558812,Spacious Bungalow Located At Clappison Blvd,$699500,,https://toronto.craigslist.org/tor/reb/d/scarborough-spacious-bungalow-located/6858558812.html,120 Clappison Blvd
1300ft2,2,2019-04-05 07:25,"(43.744845, -79.211347)",True,True,6858545276,Sun Drenched Corner Unit Condo Offers Modern Open Concept Layout,$429900,,https://toronto.craigslist.org/tor/reb/d/scarborough-sun-drenched-corner-unit/6858545276.html,3233 Eglinton Ave E
850ft2,2,2019-04-05 07:03,"(43.780982, -79.248034)",True,True,6858543133,"Luxurious 2 Bedroom Corner Unit Layout, Upgraded Kitchen",$429000,,https://toronto.craigslist.org/tor/reb/d/scarborough-luxurious-2-bedroom-corner/6858543133.html,8 Lee Centre Dr
4250ft2,4,2019-04-05 06:32,"(43.695211, -79.518523)",True,True,6858536909,Stunning Ultra Modern Custom Designed Newly Built Home!,$1749900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-stunning-ultra-modern-custom/6858536909.html,16 Kingdom St
,,2019-04-04 23:02,"(43.795013, -79.224274)",True,True,6858457879,FIRST TIME HOME BUYER CASH FLOW HOME,$699900,,https://toronto.craigslist.org/tor/reb/d/scarborough-first-time-home-buyer-cash/6858457879.html,MARKHAM AND SHEPPARD
,,2019-04-04 22:42,"(43.776156, -79.67624)",True,True,6858449547,Midrsie Condos and Townhomes Vaughan Metropolitan Centre,$350,,https://toronto.craigslist.org/tor/reb/d/brampton-midrsie-condos-and-townhomes/6858449547.html,Toronto
,3,2019-04-04 22:24,"(43.6655, -79.4378)",True,True,6858442349,"Sleek & Contemporary Townhome W/3Bed+Den & 2.5 Bath,9Ft Ceilings",$949000,,https://toronto.craigslist.org/tor/reb/d/toronto-sleek-contemporary-townhome/6858442349.html,212 Brandon Ave
,3,2019-04-04 22:13,"(43.741608, -79.598801)",True,True,6858431054,Tastefully Renovated Detached Home In A High Demand Toronto Area,$729900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-tastefully-renovated-detached/6858431054.html,17 Elmvale Cres
,3,2019-04-04 22:04,"(43.74508, -79.597284)",True,True,6858428639,"Spacious 3 Bedroom Bungalow, In Prime Location!!",$699900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-spacious-3-bedroom-bungalow/6858428639.html,8 Melpham Crt
,3,2019-04-04 22:03,"(43.684886, -79.565506)",True,True,6858426412,Modern Freehold Townhouse Located In A Desirable Area Of West Toronto,$649900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-modern-freehold-townhouse/6858426412.html,11B Hobden Pl
850ft2,2,2019-04-04 21:49,"(43.723405, -79.615747)",True,True,6858414086,2 Bedroom 2 Bathroom Condo With  Unobstructed View,$449900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-2-bedroom-2-bathroom-condo/6858414086.html,700 Humberwood Blvd
750ft2,1,2019-04-04 21:42,"(43.639277, -79.53742)",True,True,6858421906,"1 Bedroom Plus Den, 1 Bathroom, Balcony With View Of Toronto Skyline",$539900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-1-bedroom-plus-den-1-bathroom/6858421906.html,5233 Dundas St W
950ft2,2,2019-04-04 21:34,"(43.723358, -79.616494)",True,True,6858417626,Move In Ready! 2+1 Condo With Ne Exposure,$485000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-move-in-ready-21-condo-with/6858417626.html,710 Humberwood Blvd
