area,bedrooms,datetime,geotag,has_image,has_map,id,name,price,repost_of,url,where
,4,2019-04-07 13:51,"(43.81625, -79.216148)",True,True,6860435174,Well-Kept Spacious Home In A High Demand Neighborhood,$798800,,https://toronto.craigslist.org/tor/reb/d/scarborough-well-kept-spacious-home-in/6860435174.html,191 Hupfield Tr
,4,2019-04-07 13:49,"(43.806544, -79.185535)",True,True,6860424724,Semi-Detached Beautiful Home In High Demand Location!,$774900,,https://toronto.craigslist.org/tor/reb/d/scarborough-semi-detached-beautiful/6860424724.html,25 Trumpeter St
,2,2019-04-07 13:44,"(43.685083, -79.33701)",True,True,6860405888,"Adorable Renovated Bungalow, 2 Spacious Bedrooms W/ Closets",$749900,,https://toronto.craigslist.org/tor/reb/d/toronto-adorable-renovated-bungalow-2/6860405888.html,26 Wiley Ave
,2,2019-04-07 13:33,"(43.836273, -79.454419)",True,True,6860428565,"Heavy condo near Yonge and 7 approx $577,000+",$0,,https://toronto.craigslist.org/tor/reb/d/thornhill-heavy-condo-near-yonge-and-7/6860428565.html,Toronto
,3,2019-04-07 13:33,"(43.747013, -79.24455)",True,True,6860398778,Extremely Well Maintained 3 Bdrms Bungalow,$739900,,https://toronto.craigslist.org/tor/reb/d/scarborough-extremely-well-maintained-3/6860398778.html,1446 Danforth Rd
,2,2019-04-07 13:28,"(43.768875, -79.377516)",True,True,6860424261,"Helpful condo near Bayview and Sheppard approx $733,000+",$0,,https://toronto.craigslist.org/tor/reb/d/north-york-helpful-condo-near-bayview/6860424261.html,Toronto
1700ft2,2,2019-04-07 13:10,"(43.785023, -79.292844)",True,True,6860393666,Rarely Offered Spacious 2 Bedroom + Solarium,$733800,,https://toronto.craigslist.org/tor/reb/d/scarborough-rarely-offered-spacious-2/6860393666.html,168 Bonis Ave
,3,2019-04-07 13:08,"(43.744734, -79.239476)",True,True,6860375626,"Immaculate Semi-Detach Home W/3 Bdrms, 3 Baths",$649900,,https://toronto.craigslist.org/tor/reb/d/scarborough-immaculate-semi-detach-home/6860375626.html,28 Jeremiah Lane
,3,2019-04-07 13:01,"(43.809117, -79.229897)",True,True,6860389260,Totally Renovated Semi-Detached Home With Separate Entrance,$699900,,https://toronto.craigslist.org/tor/reb/d/scarborough-totally-renovated-semi/6860389260.html,70 Horseley Hill Dr
,3,2019-04-07 12:58,"(43.831598, -79.235792)",True,True,6860381008,"Semi-Detached Home, Huge Backyard With Large Deck",$689900,,https://toronto.craigslist.org/tor/reb/d/scarborough-semi-detached-home-huge/6860381008.html,11 Pitchpine Dr
,2,2019-04-07 12:58,"(43.659117, -79.422913)",True,True,6860396506,"$3,000 per month Upper 2 levels for Lease",$3000,,https://toronto.craigslist.org/tor/reb/d/toronto-3000-per-month-upper-2-levels/6860396506.html,Bloor / Ossington
,3,2019-04-07 12:51,"(43.745686, -79.244609)",True,True,6860361315,"Pretty, Bright, South Facing Detached 3 Bedroom",$599900,,https://toronto.craigslist.org/tor/reb/d/scarborough-pretty-bright-south-facing/6860361315.html,112 Danforth Rd
1900ft2,4,2019-04-07 12:40,"(43.76633, -79.289093)",True,True,6860371583,Rarely Found 4 Bedrooms & 4 Baths In Luxury Townhouse,$649000,,https://toronto.craigslist.org/tor/reb/d/scarborough-rarely-found-4-bedrooms-4/6860371583.html,119 Mondeo Dr
1100ft2,3,2019-04-07 11:54,"(43.749489, -79.205627)",True,True,6860331288,Beautiful And Well Kept Town Home In Guildwood Pkwy,$535000,,https://toronto.craigslist.org/tor/reb/d/scarborough-beautiful-and-well-kept/6860331288.html,15 Guildwood Pkwy
750ft2,1,2019-04-07 11:50,"(43.649386, -79.422455)",True,True,6860338497,One Bedroom Plus Den Condo Unit W/One Parking,$580000,,https://toronto.craigslist.org/tor/reb/d/toronto-one-bedroom-plus-den-condo-unit/6860338497.html,1201 Dundas St
699ft2,1,2019-04-07 11:33,"(43.720313, -79.338802)",True,True,6860324675,TRbeca Loft,$465000,,https://toronto.craigslist.org/tor/reo/d/north-york-trbeca-loft/6860324675.html,TORONTO
1100ft2,2,2019-04-07 11:32,"(43.781206, -79.247277)",True,True,6860316096,Luxurious 2 Bedroom Corner Condo Unit,$499000,,https://toronto.craigslist.org/tor/reb/d/scarborough-luxurious-2-bedroom-corner/6860316096.html,36 Lee Centre Dr N
1300ft2,3,2019-04-07 11:31,"(43.7678, -79.1866)",True,True,6860323226,Newly Built Mattamy Townhome In Heron Park,$499000,,https://toronto.craigslist.org/tor/reb/d/scarborough-newly-built-mattamy/6860323226.html,45 Heron Park
850ft2,2,2019-04-07 11:13,"(43.781206, -79.247277)",True,True,6860309172,Totally Renovated 2-Bedroom Condo Unit,$464900,,https://toronto.craigslist.org/tor/reb/d/scarborough-totally-renovated-2-bedroom/6860309172.html,36 Lee Centre Dr
650ft2,1,2019-04-07 10:57,"(43.774425, -79.254468)",True,True,6860297179,Immaculate Sunfilled South Facing Condo Suite,$420000,,https://toronto.craigslist.org/tor/reb/d/scarborough-immaculate-sunfilled-south/6860297179.html,70 Town Centre Crt
,1,2019-04-07 10:54,"(43.644297, -79.402868)",True,True,6860295626,Beautiful Boutique 1 Bedroom + Den Condo,$599900,,https://toronto.craigslist.org/tor/reb/d/toronto-beautiful-boutique-1-bedroom/6860295626.html,Toronto
650ft2,1,2019-04-07 10:49,"(43.781402, -79.246399)",True,True,6860291262,Luxury Condo Unit In Excellent Location,$419000,,https://toronto.craigslist.org/tor/reb/d/scarborough-luxury-condo-unit-in/6860291262.html,11 Lee Centre Dr
1100ft2,2,2019-04-07 10:46,"(43.696253, -79.292746)",True,True,6860285677,Totally Renovated 2 Bedroom Condo Unit In Massey Sq,$385000,,https://toronto.craigslist.org/tor/reb/d/east-york-totally-renovated-2-bedroom/6860285677.html,3 Massey Sq
1100ft2,2,2019-04-07 10:44,"(43.805545, -79.220726)",True,True,6860275748,Spacious 2 Bedroom Condo Unit In Blackwell Ave,$349000,,https://toronto.craigslist.org/tor/reb/d/scarborough-spacious-2-bedroom-condo/6860275748.html,99 Blackwell Ave
550ft2,1,2019-04-07 10:33,"(43.781206, -79.247277)",True,True,6860280358,Stunning 1Bedroom Condo With Spectacular Views,$349900,,https://toronto.craigslist.org/tor/reb/d/scarborough-stunning-1bedroom-condo/6860280358.html,36 Lee Centre Dr
,2,2019-04-07 10:14,"(43.700697, -79.296097)",True,True,6836945969,FLORIDA BEACH PROPERTY FOR SALE,$209999,,https://toronto.craigslist.org/tor/reo/d/east-york-florida-beach-property-for/6836945969.html,NORTH FLORIDA
1750ft2,2,2019-04-07 10:12,"(43.638622, -79.51118)",True,True,6860260796,Open Concept Bungalow In Colwyn Rd,$1588000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-open-concept-bungalow-in/6860260796.html,6 Colwyn Rd
1100ft2,2,2019-04-07 10:11,"(43.805545, -79.220726)",True,True,6860265952,Spacious 2 Bedroom Condo Unit In Blackwell Ave,$349000,,https://toronto.craigslist.org/tor/reb/d/scarborough-spacious-2-bedroom-condo/6860265952.html,99 Blackwell Ave
2750ft2,4,2019-04-07 09:58,"(43.666398, -79.551236)",True,True,6860256688,Beautiful 3 Bedroom Detached Home In Lloyd Manor Rd,$1448000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-beautiful-3-bedroom-detached/6860256688.html,98 Lloyd Manor Rd
1900ft2,4,2019-04-07 09:44,"(43.6605, -79.4633)",True,True,6860241524,Spacious 4 Bedroom Condo Suite At Sousa Mendes St,$1249000,,https://toronto.craigslist.org/tor/reb/d/west-toronto-spacious-4-bedroom-condo/6860241524.html,8 Sousa Mendes St
2250ft2,3,2019-04-07 09:40,"(43.645165, -79.440728)",True,True,6860245994,Amazing 3 Bedroom Home In Vibrant Roncesvalles,$1399950,,https://toronto.craigslist.org/tor/reb/d/toronto-amazing-3-bedroom-home-in/6860245994.html,17 Garden Ave
1900ft2,3,2019-04-07 09:30,"(43.676314, -79.446487)",True,True,6860233291,Solid Brick Detached Home In The Heart Of Corso Italia,$999999,,https://toronto.craigslist.org/tor/reb/d/toronto-solid-brick-detached-home-in/6860233291.html,100 Mackay Ave
1400ft2,3,2019-04-07 09:10,"(43.665925, -79.478891)",True,True,6860225833,Brand New Townhome In The Trendy Junction Area.,$999995,,https://toronto.craigslist.org/tor/reb/d/toronto-brand-new-townhome-in-the/6860225833.html,303 Gilmour Ave
1900ft2,3,2019-04-07 09:09,"(43.65965, -79.498067)",True,True,6860229369,Fantastic Semi-Detached Home In Pasadena Gdns,$999999,,https://toronto.craigslist.org/tor/reb/d/york-fantastic-semi-detached-home-in/6860229369.html,41 Pasadena Gdns
2250ft2,3,2019-04-07 08:54,"(43.639121, -79.524778)",True,True,6860222026,3+1 Executive Townhome In Prime Etobicoke,$999000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-31-executive-townhome-in/6860222026.html,33 Lobo Mews
,,2019-04-07 08:50,"(43.647958, -79.490234)",True,True,6849814847,Sell Your House Fast! No Fees! No Commissions! No Hassles!,$1,6816178534,https://toronto.craigslist.org/tor/reo/d/toronto-sell-your-house-fast-no-fees-no/6849814847.html,
,,2019-04-07 08:50,"(43.724389, -79.728542)",True,True,6849490171,Cheap Distressed / Fixer Upper Houses in Toronto and GTA,$0,6816204887,https://toronto.craigslist.org/tor/reo/d/brampton-cheap-distressed-fixer-upper/6849490171.html,
1400ft2,3,2019-04-07 08:48,"(43.710974, -79.473579)",True,True,6860213952,Fabulous 3 Bedroom Detached Bungalow In Redberry Pkwy,$949000,,https://toronto.craigslist.org/tor/reb/d/north-york-fabulous-3-bedroom-detached/6860213952.html,18 Redberry Pkwy
1750ft2,3,2019-04-07 08:46,"(43.623524, -79.495416)",True,True,6860218436,Stunning Execuitive Townhome In Fabulous Mimico Location,$979000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-stunning-execuitive-townhome/6860218436.html,94 Milton St
3000ft2,2,2019-04-07 08:38,"(43.690536, -79.301453)",True,True,6851782109,COSTA RICA CALLING! OCEAN VIEW BRAND NEW HOME!,$799000,6643252061,https://toronto.craigslist.org/tor/reo/d/toronto-costa-rica-calling-ocean-view/6851782109.html,PLAYA HERMOSA - GTE
2000ft2,3,2019-04-07 08:35,"(43.671441, -79.568182)",True,True,6860207233,Beautifully Maintained Detached Bungalow In Decarie Circ,$899900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-beautifully-maintained/6860207233.html,48 Decarie Circ
1500ft2,2,2019-04-07 08:18,"(43.646948, -79.524416)",True,True,6860204397,Spacious 2+1 Bedroom Detached Bungalow In Islington Ave,$899888,,https://toronto.craigslist.org/tor/reb/d/etobicoke-spacious-21-bedroom-detached/6860204397.html,947 Islington Ave
1300ft2,3,2019-04-07 08:08,"(43.5934, -79.533511)",True,True,6860199472,3 Bdrm Executive Townhome In A Fabulous Community!,$809900,,https://toronto.craigslist.org/tor/reb/d/etobicoke-3-bdrm-executive-townhome-in/6860199472.html,135 Long Branch Ave
2000ft2,3,2019-04-07 08:02,"(43.599061, -79.503304)",True,True,6860201779,Beautiful Detached Bungalow In Twenty -Sixth St,$849000,,https://toronto.craigslist.org/tor/reb/d/etobicoke-beautiful-detached-bungalow/6860201779.html,79 Twenty -Sixth St
